'userID', 'avgHoldTime', 'avgSeekTime', 'averageNgramTime', 'I ', 'AL', 'S ', 'KS', 'EI', 'D ', 'AK', 'L ', ' O', 'LE', 'MA', 'IN', 'SI', 'EL', 'E ', 'JA', 'LA'
738, 71, 4513, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876, 10876
739, 79, 1127, 2416, 698, 297, 231, 205, 384, 283, 460, 331, 399, 510, 283, 335, 250, 250, 520, 389, 320
740, 89, 1210, 2606, 607, 249, 1039, 330, 2606, 381, 366, 268, 2899, 863, 482, 270, 647, 259, 418, 1692, 284
741, 83, 239, 660, 660, 260, 660, 660, 660, 786, 660, 660, 660, 431, 660, 399, 660, 299, 234, 660, 660
742, 89, 311, 807, 493, 454, 807, 807, 807, 714, 807, 807, 807, 860, 807, 314, 807, 292, 409, 373, 807
743, 78, 218, 606, 404, 606, 606, 606, 606, 606, 606, 606, 2835, 606, 412, 319, 782, 606, 378, 236, 606
744, 103, 4992, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878, 10878
745, 74, 1001, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224, 2224
746, 72, 964, 2171, 2171, 2171, 2171, 2171, 2171, 2171, 2171, 2171, 851, 461, 231, 2171, 2171, 2171, 2171, 6245, 2171
747, 124, 1180, 2964, 2964, 2964, 2964, 2964, 1003, 2964, 2964, 2964, 2964, 2964, 2964, 2964, 2964, 2964, 2964, 2964, 2964
748, 96, 2869, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557
749, 113, 2561, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218, 6218
751, 80, 563, 1327, 1327, 258, 1327, 1327, 1327, 341, 1327, 1327, 1327, 199, 561, 1327, 1327, 450, 1327, 1327, 1327
752, 81, 88, 387, 387, 304, 387, 387, 387, 730, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387, 387
753, 86, 868, 1989, 1989, 3706, 1989, 1989, 1989, 1989, 1989, 1989, 1989, 1989, 1989, 671, 1989, 1989, 1989, 1989, 1989
754, 78, 307, 868, 868, 241, 868, 868, 868, 1553, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868, 868
755, 73, 3807, 7944, 7944, 7944, 313, 255, 7944, 7944, 397, 7944, 7944, 7944, 7944, 323, 7944, 7944, 553, 315, 240
756, 78, 407, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122
758, 65, 333, 802, 239, 216, 802, 304, 208, 200, 802, 287, 433, 232, 200, 200, 200, 575, 264, 336, 159
759, 73, 2154, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539, 5539
760, 77, 7629, 15828, 313, 270, 15828, 345, 15828, 15828, 15828, 15828, 15828, 15828, 15828, 456, 15828, 15828, 265, 15828, 15828
761, 81, 632, 1503, 1503, 1503, 1503, 348, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503
762, 74, 407, 1000, 1000, 1000, 437, 298, 1000, 1000, 349, 1013, 1000, 400, 1000, 1000, 1000, 1000, 399, 271, 1000
763, 73, 1496, 3219, 3219, 3219, 219, 3219, 3219, 3219, 616, 3219, 3219, 3219, 3219, 266, 3219, 3219, 365, 130, 3219
764, 66, 1132, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 2597, 348, 2597, 2597, 2597, 2597, 319
765, 79, 487, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202, 1202
766, 74, 2811, 5819, 5819, 251, 400, 246, 5819, 336, 531, 5819, 522, 493, 5819, 280, 5819, 1157, 404, 251, 4548
767, 80, 3376, 6985, 996, 389, 342, 6985, 6985, 206, 2445, 6985, 738, 6985, 6985, 270, 6985, 471, 405, 523, 389
768, 79, 1966, 4119, 581, 537, 269, 257, 4119, 4119, 487, 453, 2019, 258, 4119, 324, 263, 323, 212, 529, 294
769, 77, 310, 780, 1095, 780, 320, 780, 4607, 344, 718, 412, 780, 367, 640, 431, 780, 780, 454, 780, 780
770, 76, 1760, 3703, 490, 3703, 265, 3703, 3703, 265, 3703, 308, 3703, 287, 3703, 334, 484, 358, 285, 333, 525
771, 84, 2142, 4488, 372, 778, 268, 345, 4488, 4488, 437, 369, 4488, 4488, 4488, 600, 302, 445, 335, 4872, 280
772, 79, 2183, 4576, 4576, 327, 490, 293, 899, 375, 458, 4576, 4576, 4576, 4576, 369, 4576, 4576, 277, 4576, 275
773, 76, 1154, 2479, 363, 415, 2479, 268, 478, 308, 431, 911, 2479, 2479, 2479, 290, 406, 411, 203, 2479, 341
774, 64, 93, 330, 330, 330, 276, 330, 330, 330, 169, 330, 364, 330, 330, 330, 330, 330, 330, 246, 330
775, 82, 5370, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065, 13065
776, 62, 106, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 354, 255, 354
777, 84, 2479, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364, 5364
778, 76, 1090, 2493, 365, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 2493, 372, 2493, 2493, 2493, 2493, 2493
779, 73, 154, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 617, 515, 515, 515
780, 7, 883, 1841, 1841, 1841, 335, 273, 1841, 1841, 1841, 1841, 1841, 1841, 550, 483, 1841, 1841, 1841, 1841, 1841
781, 79, 228, 657, 657, 657, 657, 657, 657, 657, 657, 657, 657, 657, 657, 332, 657, 305, 296, 657, 657
782, 69, 96, 370, 370, 370, 370, 370, 370, 370, 370, 370, 370, 370, 370, 370, 247, 370, 209, 370, 370
783, 69, 183, 535, 535, 535, 993, 535, 535, 535, 535, 535, 197, 535, 535, 316, 535, 535, 535, 535, 535
784, 73, 339, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882
785, 70, 1193, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 2874, 355, 2874, 2874, 2874, 2874, 2874
786, 105, 784, 1895, 423, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895, 1895
787, 82, 273, 731, 731, 511, 731, 731, 731, 731, 731, 731, 479, 731, 440, 731, 731, 731, 361, 370, 731
788, 78, 210, 607, 607, 607, 607, 607, 607, 607, 607, 449, 607, 607, 607, 607, 607, 609, 607, 253, 607
789, 78, 379, 932, 932, 932, 647, 932, 932, 932, 932, 932, 932, 932, 339, 331, 518, 318, 387, 234, 392
790, 80, 306, 816, 816, 816, 457, 816, 816, 816, 816, 816, 816, 521, 816, 816, 816, 816, 816, 418, 816
791, 107, 463, 1194, 2486, 1194, 1194, 1194, 4484, 1194, 1194, 1194, 337, 449, 1194, 403, 1194, 1194, 1194, 1194, 1194
792, 79, 606, 984, 984, 984, 984, 984, 984, 878, 984, 984, 984, 984, 984, 984, 984, 984, 984, 984, 984
793, 76, 2193, 4642, 4642, 219, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642, 4642
794, 79, 490, 1192, 353, 1192, 1192, 1192, 1192, 1192, 1192, 1192, 706, 1192, 1192, 1192, 1192, 1192, 382, 476, 1192
795, 83, 125, 443, 443, 443, 443, 443, 411, 443, 443, 443, 443, 443, 443, 618, 443, 443, 362, 443, 294
796, 75, 354, 897, 897, 897, 897, 897, 897, 897, 897, 897, 897, 897, 897, 350, 897, 348, 999, 897, 897
797, 69, 3774, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 8090, 347, 8090, 8090, 262, 8090, 8090
798, 78, 1245, 2655, 248, 232, 415, 243, 2655, 2655, 853, 272, 413, 466, 844, 319, 330, 228, 410, 286, 302
799, 78, 5491, 11367, 11367, 11367, 11367, 11367, 11367, 363, 11367, 11367, 11367, 11367, 11367, 11367, 11367, 11367, 11367, 11367, 11367
800, 77, 793, 1767, 1767, 1767, 1767, 1767, 1767, 341, 1767, 1767, 1767, 1767, 1767, 464, 1767, 287, 1767, 1767, 1767
801, 76, 1475, 3163, 3163, 3163, 3163, 3163, 3163, 302, 3163, 3163, 3163, 3163, 3163, 313, 3163, 243, 3163, 3163, 3163
802, 10, 1080, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299, 2299
803, 75, 2838, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925, 5925
805, 77, 2557, 5283, 485, 501, 4188, 277, 5283, 1746, 302, 317, 2656, 482, 1170, 339, 661, 282, 246, 723, 283
806, 81, 1343, 2859, 345, 500, 2859, 290, 250, 233, 344, 626, 2859, 267, 2859, 364, 389, 2513, 349, 440, 216
807, 89, 631, 1432, 304, 627, 343, 210, 307, 1363, 2872, 1432, 510, 217, 428, 285, 1432, 280, 563, 278, 406
808, 71, 4524, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932, 9932
809, 89, 989, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240, 2240
810, 85, 1096, 2434, 311, 332, 2434, 2434, 2434, 234, 2434, 2434, 2434, 480, 2434, 516, 2434, 228, 199, 419, 216
811, 62, 88, 324, 426, 324, 324, 324, 324, 324, 268, 324, 324, 455, 324, 324, 324, 324, 382, 324, 324
812, 79, 84, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 386, 280, 386, 386
813, 62, 3115, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134, 7134
814, 71, 1299, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 2151, 1438, 2151, 2151
815, 101, 362, 1033, 1033, 992, 1033, 1033, 1033, 1033, 1033, 1033, 2187, 972, 1033, 1033, 1033, 1033, 1033, 1033, 1033
816, 74, 381, 949, 949, 949, 949, 949, 949, 949, 285, 949, 949, 949, 949, 324, 949, 949, 8100, 183, 578
817, 81, 401, 1022, 1022, 1022, 1022, 1022, 269, 1022, 1022, 1022, 1022, 1022, 1022, 380, 1022, 1022, 481, 1022, 1022
818, 74, 289, 753, 753, 753, 753, 753, 753, 753, 753, 753, 753, 753, 753, 293, 753, 753, 690, 753, 753
819, 91, 247, 737, 737, 737, 737, 737, 737, 697, 737, 737, 737, 737, 737, 737, 737, 737, 459, 737, 737
820, 77, 6627, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 14257, 325, 14257, 14257, 14257, 512, 14257
821, 81, 508, 1201, 397, 1201, 1201, 1201, 1201, 419, 1201, 1201, 398, 1201, 325, 397, 1201, 268, 395, 1201, 491
822, 69, 582, 1483, 1483, 1483, 201, 1483, 1483, 1483, 1483, 1483, 277, 1483, 1483, 1483, 1483, 1483, 1483, 1483, 1483
824, 9, 1453, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107, 3107
825, 88, 1389, 2968, 436, 2968, 395, 414, 277, 2968, 409, 381, 418, 2968, 320, 388, 633, 285, 225, 708, 267
826, 87, 2364, 4922, 454, 277, 439, 350, 389, 528, 226, 4922, 4847, 280, 4922, 421, 336, 244, 277, 342, 270
827, 97, 7472, 15482, 15482, 250, 15482, 15482, 15482, 597, 15482, 15482, 15482, 898, 15482, 346, 15482, 15482, 572, 15482, 15482
828, 93, 756, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 1763, 331, 1763, 1763, 1763, 1763, 1763
829, 89, 1021, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 2336, 552, 2336, 2336, 2336, 2336
830, 88, 67, 355, 355, 355, 355, 355, 355, 216, 355, 355, 355, 355, 355, 355, 355, 355, 355, 355, 355
831, 80, 1232, 2697, 2697, 2697, 2697, 2697, 432, 2697, 384, 2697, 1437, 2697, 2697, 335, 2697, 2697, 2697, 360, 2697
832, 89, 3746, 7778, 7778, 418, 751, 7778, 7778, 284, 3864, 7778, 7778, 426, 427, 384, 7778, 300, 5763, 7778, 7778
833, 99, 4631, 9593, 346, 202, 9593, 9593, 9593, 1066, 9593, 9593, 9593, 450, 9593, 316, 9593, 9593, 366, 381, 9593
834, 74, 363, 900, 900, 900, 519, 900, 900, 900, 900, 900, 900, 547, 900, 314, 900, 299, 235, 297, 900
835, 16, 664, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 507, 627, 581, 367, 1397, 1936, 1397, 3749, 1397
836, 85, 826, 1859, 1859, 1859, 1859, 1859, 316, 366, 1859, 1859, 1859, 1859, 1859, 317, 1859, 303, 484, 1859, 332
837, 119, 5676, 12013, 12013, 12013, 12013, 12013, 12013, 1081, 12013, 12013, 12013, 331, 12013, 350, 12013, 12013, 741, 12013, 12013
838, 94, 4600, 9773, 9773, 9773, 9773, 9773, 9773, 9773, 9773, 9773, 9773, 1638, 9773, 9773, 9773, 9773, 519, 9773, 9773
839, 69, 144, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463, 463
840, 86, 1306, 1989, 511, 452, 1989, 1989, 402, 349, 1989, 1989, 430, 364, 1989, 1989, 1989, 1635, 1989, 234, 1989
841, 85, 140, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 478, 413, 478, 284
842, 83, 377, 946, 946, 946, 946, 946, 169, 946, 946, 946, 946, 946, 946, 352, 946, 375, 450, 946, 269
844, 83, 1967, 4188, 4188, 4188, 4188, 4188, 4188, 713, 4188, 4188, 4188, 663, 4188, 4188, 4188, 4188, 4188, 4188, 4188
845, 67, 81, 318, 322, 351, 318, 318, 318, 318, 318, 318, 318, 318, 318, 318, 318, 318, 318, 220, 318
846, 4, 921, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897, 1897
847, 87, 449, 1090, 517, 435, 1090, 1090, 1090, 414, 1090, 1090, 1723, 331, 520, 930, 1090, 434, 784, 669, 254
848, 59, 330, 790, 790, 790, 790, 790, 790, 296, 790, 790, 790, 790, 790, 2502, 790, 209, 250, 790, 790
850, 90, 1562, 3479, 3479, 3479, 3479, 3479, 3479, 998, 3479, 3479, 3479, 3479, 3479, 3479, 3479, 3479, 3479, 3479, 437
851, 60, 122, 421, 421, 421, 421, 421, 421, 421, 421, 421, 416, 421, 421, 421, 421, 421, 421, 421, 421
852, 71, 2215, 4809, 4809, 4809, 4809, 4809, 4809, 4809, 2837, 4809, 4809, 4809, 4809, 1432, 210, 4809, 580, 4809, 4809
853, 78, 312, 805, 527, 718, 499, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 805, 609, 805
854, 85, 486, 1196, 1196, 1196, 1196, 1196, 332, 1196, 1196, 1196, 1398, 1196, 1196, 1196, 1196, 1196, 1196, 1196, 1196
855, 89, 2851, 5905, 5905, 569, 367, 288, 318, 433, 432, 5905, 418, 921, 5905, 465, 453, 5905, 305, 5905, 339
856, 86, 713, 1631, 522, 483, 1631, 1631, 1631, 1631, 1631, 1631, 1631, 866, 1631, 1631, 328, 1631, 361, 1631, 1631
857, 4, 824, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765
858, 5, 591, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205
859, 83, 744, 1726, 1726, 440, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 1726, 269
860, 80, 222, 601, 601, 601, 299, 601, 601, 601, 501, 601, 601, 601, 601, 1901, 601, 601, 601, 601, 601
861, 82, 378, 949, 949, 562, 949, 949, 429, 949, 949, 949, 949, 949, 949, 336, 949, 949, 298, 949, 949
862, 92, 319, 763, 763, 763, 763, 763, 763, 763, 763, 763, 763, 763, 763, 367, 763, 763, 763, 763, 763
864, 80, 167, 526, 526, 526, 526, 526, 1287, 398, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526, 526
865, 93, 1229, 2729, 2729, 2729, 2729, 2729, 2729, 2729, 1706, 2729, 331, 2729, 2729, 2729, 2729, 2729, 2729, 2729, 599
866, 85, 781, 1784, 1784, 1784, 521, 1784, 1784, 1784, 1784, 1784, 1784, 1784, 1784, 418, 1784, 1784, 290, 467, 1784
867, 140, 1000, 2395, 2395, 522, 1548, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 2395, 316, 2395, 2395, 664, 2395, 2395
868, 84, 1143, 2725, 2725, 318, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 2725, 958, 2983, 2725
869, 74, 589, 1335, 248, 292, 642, 1335, 1335, 172, 383, 215, 3098, 670, 301, 372, 1335, 306, 307, 241, 1335
870, 86, 371, 929, 533, 596, 426, 929, 929, 344, 929, 929, 929, 929, 300, 386, 929, 929, 463, 337, 929
871, 77, 2372, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 5088, 363, 5088, 5088, 411, 318, 5088
872, 91, 102, 426, 378, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 253, 426, 426, 426, 426, 426
873, 90, 3246, 6738, 6738, 527, 133596, 472, 6738, 936, 6738, 489, 1194, 6738, 6738, 559, 435, 501, 388, 2171, 6738
874, 84, 227, 634, 634, 336, 333, 634, 634, 634, 529, 634, 804, 634, 634, 346, 634, 634, 398, 634, 520
875, 93, 966, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425, 2425
876, 93, 1406, 3162, 3162, 1641, 3162, 3162, 3162, 416, 3162, 3162, 3162, 3162, 3162, 3162, 3162, 3162, 1334, 2907, 3162
877, 83, 334, 864, 864, 338, 864, 864, 864, 864, 864, 864, 413, 864, 864, 864, 864, 864, 864, 430, 864
878, 87, 5482, 11319, 11319, 440, 11319, 323, 11319, 785, 11319, 11319, 11319, 11319, 1445, 11319, 11319, 11319, 692, 11319, 389
879, 89, 548, 1278, 505, 213, 220, 408, 345, 350, 918, 638, 420, 309, 382, 328, 545, 478, 2601, 367, 315
880, 60, 701, 1632, 1632, 1632, 1632, 1632, 1632, 1632, 1632, 1632, 1632, 2826, 1632, 330, 1632, 1632, 1632, 1632, 339
881, 86, 2757, 5729, 5729, 5729, 471, 264, 746, 383, 475, 352, 481, 5729, 355, 376, 504, 249, 303, 751, 448
882, 71, 5975, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517, 14517
883, 87, 3896, 8003, 296, 476, 351, 609, 481, 689, 653, 8003, 353, 8003, 292, 291, 386, 312, 8003, 320, 8003
885, 78, 2151, 4466, 563, 545, 458, 202, 232, 554, 307, 4466, 389, 300, 885, 330, 1620, 4466, 322, 523, 563
886, 84, 799, 1774, 398, 499, 679, 352, 1774, 500, 1774, 1774, 1774, 530, 859, 375, 1774, 1774, 347, 412, 400
887, 79, 636, 1436, 1436, 418, 297, 1436, 410, 5554, 1436, 1436, 324, 429, 355, 383, 413, 196, 331, 310, 1436
888, 85, 6455, 13142, 346, 303, 13142, 13142, 13142, 405, 361, 13142, 404, 432, 257, 416, 420, 21424, 457, 383, 342
889, 79, 3208, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 6668, 403, 6668, 6668, 6668, 6668, 6668
890, 81, 750, 1698, 1698, 1698, 1698, 1698, 1698, 1698, 1698, 1698, 1698, 311, 483, 409, 1698, 388, 384, 1698, 1698
891, 97, 1336, 2934, 5539, 2934, 487, 360, 10347, 2934, 2934, 2934, 599, 329, 528, 2934, 2934, 668, 391, 2934, 2934
892, 85, 237, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 336, 1035, 601, 601, 601, 601, 384, 601
893, 79, 3111, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6559, 6359, 6559
894, 76, 905, 1978, 438, 519, 247, 1978, 493, 382, 1978, 364, 394, 571, 1978, 428, 2563, 347, 244, 493, 1978
895, 76, 2507, 5184, 5184, 283, 315, 5184, 212, 365, 307, 5184, 7001, 329, 355, 429, 288, 284, 269, 413, 235
896, 76, 439, 1037, 518, 1037, 318, 748, 1037, 1037, 399, 549, 434, 1037, 1037, 407, 1037, 1037, 330, 332, 471
897, 80, 1143, 2456, 811, 2456, 338, 2456, 2456, 434, 2456, 2456, 398, 300, 231, 2456, 447, 563, 366, 380, 367
898, 79, 685, 1532, 354, 416, 290, 592, 289, 301, 515, 439, 262, 346, 652, 432, 1532, 606, 1794, 511, 347
899, 87, 1136, 2458, 437, 366, 2458, 2458, 2458, 11633, 2458, 2458, 2458, 400, 371, 345, 418, 331, 434, 301, 361
900, 88, 1433, 3048, 369, 518, 3048, 3048, 417, 518, 25488, 3048, 1167, 5366, 397, 399, 526, 3048, 635, 412, 473
901, 86, 2172, 4526, 385, 358, 398, 4526, 498, 317, 4526, 467, 482, 397, 679, 579, 318, 283, 481, 455, 478
902, 57, 911, 2107, 2107, 2107, 2107, 2107, 4492, 2107, 2107, 2107, 2107, 4549, 2107, 309, 2107, 2107, 2107, 2107, 414
903, 82, 1001, 2175, 300, 263, 402, 350, 365, 768, 313, 334, 396, 602, 863, 401, 559, 285, 321, 282, 380
904, 83, 2850, 5892, 1402, 306, 1394, 5892, 5892, 602, 1346, 1346, 475, 351, 1750, 401, 286, 317, 400, 435, 298
905, 79, 561, 1284, 320, 359, 376, 250, 1284, 405, 433, 1284, 430, 436, 447, 300, 316, 265, 25881, 378, 284
906, 80, 212, 606, 606, 606, 606, 606, 606, 606, 606, 606, 606, 606, 606, 433, 606, 606, 606, 606, 606
907, 85, 5130, 10570, 10570, 327, 10570, 10570, 10570, 10570, 361451, 10570, 10570, 367, 228, 412, 10570, 10570, 300, 394, 469
908, 84, 6919, 14075, 667, 419, 300, 14075, 14075, 298, 419, 14075, 517, 569, 334, 351, 352, 436, 335, 396, 407
909, 77, 400, 957, 350, 428, 781, 336, 490, 718, 258, 430, 516, 334, 310, 385, 306, 416, 366, 615, 414
910, 127, 2240, 4729, 4729, 629, 4729, 4729, 4729, 4729, 854, 4729, 4729, 4729, 4729, 4729, 4729, 4729, 4729, 4729, 4729
911, 110, 7109, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491, 14491
913, 81, 293, 756, 464, 648, 360, 335, 7225, 448, 191, 756, 392, 423, 616, 369, 544, 745, 392, 756, 409
914, 93, 5288, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013, 11013
915, 79, 1447, 2950, 2950, 242, 2950, 2950, 2950, 2950, 2950, 2950, 2950, 2950, 2950, 328, 2950, 249, 418, 2950, 2950
916, 70, 1450, 3085, 3085, 225, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 332, 3085, 3085, 228, 3085, 3085
917, 74, 2278, 4872, 4872, 193, 4872, 4872, 4872, 4872, 4872, 4872, 4872, 4872, 4872, 343, 4872, 4872, 440, 4872, 4872
918, 66, 4940, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 11098, 73745, 11098, 11098
919, 73, 942, 2050, 524, 2050, 2050, 489, 2050, 2050, 2050, 2050, 2050, 2050, 2050, 369, 340, 361, 704, 195, 2050
920, 74, 195, 565, 565, 565, 570, 565, 565, 515, 565, 565, 565, 565, 565, 565, 565, 565, 565, 192, 565
921, 7, 401, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823, 823
922, 75, 741, 1725, 1725, 435, 1725, 1725, 1725, 1725, 1725, 1725, 1725, 343, 1725, 1725, 1725, 366, 417, 1725, 1725
923, 87, 717, 1665, 383, 1665, 1665, 1665, 2917, 396, 1665, 1665, 232, 286, 1665, 1665, 1665, 219, 1665, 1665, 1665
924, 4, 3000, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058, 7058
925, 67, 1036, 2260, 1172, 224, 2260, 2260, 4164, 2260, 2260, 2260, 2260, 253, 2260, 892, 2260, 287, 2260, 19041, 399
926, 84, 1622, 3489, 3489, 3489, 3489, 3489, 3489, 3489, 3489, 3489, 325, 3489, 372, 342, 3489, 3489, 3489, 578, 3489
927, 127, 988, 2170, 440, 2170, 488, 2170, 20519, 784, 576, 2170, 2170, 2170, 408, 792, 2170, 2170, 2170, 2170, 2170
928, 22, 3582, 8075, 523, 8075, 8075, 8075, 52999, 8075, 8075, 8075, 905, 8075, 8075, 8075, 8075, 513, 8075, 8075, 8075
929, 91, 2591, 5989, 820, 5989, 5989, 5989, 5989, 5989, 5989, 5989, 451, 324, 5989, 5989, 5989, 5989, 5989, 5989, 5989
930, 103, 5235, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659, 13659
931, 79, 1563, 3376, 1084, 3376, 3376, 3376, 5485, 3376, 3376, 3376, 1484, 492, 3376, 364, 3376, 3376, 3376, 456, 3376
932, 6, 1793, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684, 3684
933, 5, 1277, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794, 2794
934, 8, 3470, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419, 8419
935, 70, 2010, 4475, 4475, 4475, 4475, 4475, 4475, 4475, 292, 4475, 4475, 4475, 4475, 422, 368, 4475, 4475, 4475, 4475
936, 20, 629, 1302, 396, 1302, 672, 267, 1302, 1302, 345, 1302, 800, 1302, 264, 559, 1302, 471, 1302, 15122, 1302
937, 66, 393, 953, 953, 953, 953, 953, 953, 953, 287, 953, 224, 953, 385, 325, 953, 379, 953, 324, 953
938, 77, 1009, 2206, 498, 2206, 2206, 2206, 885, 368, 2206, 2206, 249, 26108, 2206, 328, 2206, 227, 384, 304, 2206
