'userID', 'avgHoldTime', 'avgSeekTime', 'averageNgramTime', 'I ', 'AL', 'S ', 'KS', 'EI', 'D ', 'AK', 'L ', ' O', 'LE', 'MA', 'IN', 'SI', 'EL', 'E ', 'JA', 'LA'
939, 111, 1340, 2991, 471, 2991, 2991, 414, 5588, 618, 2991, 2991, 723, 553, 308, 2991, 2991, 2991, 2991, 2991, 2991
940, 4, 478, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970, 970
942, 64, 451, 1096, 1096, 1096, 1096, 1096, 1096, 285, 1096, 1096, 1096, 1096, 1096, 1096, 1096, 1096, 1096, 1117, 1096
943, 79, 1128, 2539, 328, 2539, 2539, 2539, 2539, 2539, 2539, 2539, 2539, 2539, 2539, 440, 240, 2539, 2539, 2539, 2539
944, 90, 1665, 3703, 232, 3703, 3703, 3703, 204, 3703, 3703, 3703, 241, 469, 3703, 3703, 552, 3703, 3703, 3703, 3703
945, 99, 1671, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 3677, 224, 632, 296, 624, 3677, 3677, 424, 5952, 3677
946, 17, 989, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 2179, 364, 2179, 2179, 2179, 4676, 2179
947, 5, 2972, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 6325, 992, 6325
948, 77, 959, 2303, 2303, 2303, 2303, 2303, 1800, 2303, 2303, 2303, 2303, 2303, 304, 2303, 2303, 2303, 225, 2303, 2303
949, 74, 7881, 20444, 20444, 20444, 20444, 20444, 124, 20444, 20444, 20444, 20444, 20444, 20444, 20444, 20444, 20444, 20444, 20444, 20444
950, 13, 776, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613, 1613
951, 15, 3179, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442, 6442
952, 99, 6198, 12889, 12889, 12889, 12889, 12889, 12889, 806, 455, 12889, 451, 945, 492, 12889, 12889, 548, 12889, 12889, 12889
953, 6, 1516, 2977, 246, 8822, 2977, 2977, 2977, 2977, 299, 2977, 2314, 2977, 306, 369, 2977, 2977, 2290, 411, 3097
954, 89, 684, 1561, 26038, 381, 347, 502, 51599, 612, 760, 632, 448, 828, 379, 478, 274, 406, 391, 3767, 1561
955, 12, 609, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247, 1247
956, 175, 2626, 5621, 288, 440, 168, 281, 288, 5621, 383, 192, 1200, 1896, 208, 536, 264, 416, 129, 392, 5621
957, 16, 894, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836, 1836
958, 4, 693, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413, 1413
959, 97, 548, 1298, 398, 22601, 266, 1298, 6098, 233, 241, 1275, 787, 298, 669, 540, 456, 591, 1238, 2073, 1298
960, 18, 853, 1779, 1779, 711, 1779, 1779, 7063, 242, 1779, 892, 1779, 1779, 317, 432, 1779, 1779, 1779, 1779, 1779
961, 90, 934, 2057, 541, 416, 3389, 223, 407, 344, 2057, 2057, 576, 403, 275, 354, 332, 325, 445, 2729, 304
962, 2, 707, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428, 1428
963, 7, 614, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254, 1254
964, 69, 434, 1011, 396, 201, 263, 269, 1011, 229, 1011, 331, 193, 216, 220, 1300, 1011, 184, 184, 227, 214
965, 80, 730, 1622, 352, 448, 296, 312, 207, 432, 184, 368, 424, 336, 418, 320, 120, 248, 215, 361, 296
966, 97, 913, 2028, 405, 298, 629, 271, 337, 1133, 2028, 2028, 283, 502, 344, 14499, 280, 412, 185, 272, 282
967, 100, 2084, 4382, 423, 551, 272, 4382, 554, 561, 4382, 491, 835, 348, 240, 496, 4382, 476, 714, 324, 490
968, 131, 9395, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892, 20892
969, 20, 1477, 3225, 383, 3225, 3225, 3225, 14573, 3225, 3225, 3225, 523, 230, 3225, 313, 3225, 3225, 3225, 3225, 275
970, 94, 5263, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871, 11871
971, 94, 1168, 2528, 6242, 504, 1582, 1092, 346, 370, 2528, 392, 297, 303, 377, 282, 393, 368, 370, 562, 436
972, 83, 1343, 2898, 2898, 323, 2898, 2898, 2898, 457, 2898, 2898, 2898, 723, 326, 354, 552, 2898, 338, 209, 2898
973, 99, 1418, 3048, 261, 356, 3805, 3048, 264, 416, 3048, 471, 4190, 418, 277, 253, 378, 374, 337, 279, 330
974, 100, 943, 2090, 756, 459, 355, 467, 325, 385, 552, 364, 281, 764, 334, 365, 646, 375, 409, 435, 909
975, 83, 1051, 2275, 367, 360, 900, 2275, 267, 484, 2275, 1333, 255, 296, 16731, 377, 530, 250, 246, 430, 475
976, 118, 1440, 3127, 330, 511, 1202, 586, 540, 798, 1080, 470, 761, 570, 398, 636, 340, 493, 942, 391, 423
977, 98, 1246, 2736, 257, 377, 320, 427, 2736, 2736, 8697, 2736, 2736, 239, 199, 408, 409, 286, 481, 403, 74602
978, 72, 1820, 3816, 335, 249, 229, 204, 290, 206, 3816, 416, 212, 255, 249, 3816, 270, 3816, 552, 3816, 202
979, 76, 951, 2056, 42146, 633, 245, 497, 369, 286, 750, 953, 1184, 399, 417, 316, 981, 1134, 568, 2605, 451
980, 8, 464, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982, 982
981, 84, 3237, 6661, 415, 234, 350, 531, 369, 383, 13679, 463, 335, 299, 249, 432, 30488, 353, 250, 234, 423
982, 84, 518, 1208, 1208, 1208, 271, 245, 1208, 830, 1208, 1208, 1208, 1208, 1208, 1208, 1208, 13223, 375, 1208, 1208
983, 106, 3373, 6986, 1688, 6986, 1112, 6986, 6986, 6986, 6986, 6986, 6986, 6986, 1043, 6986, 6986, 6986, 6986, 501, 6986
984, 75, 604, 1386, 1386, 1386, 1386, 1386, 203, 688, 312, 1386, 1386, 375, 1386, 454, 1386, 1386, 250, 1386, 1386
985, 78, 1341, 2915, 2915, 234, 2915, 2915, 2915, 2915, 2915, 2915, 2915, 2915, 453, 296, 282, 2915, 204, 2915, 219
986, 72, 3413, 6990, 6990, 1797, 641, 765, 328, 422, 656, 6990, 515, 1266, 391, 407, 547, 1000, 453, 531, 328
987, 80, 4935, 10139, 10139, 10139, 985, 10139, 10139, 10139, 10139, 766, 10139, 10139, 10139, 10139, 10139, 312, 218, 10139, 328
988, 76, 500, 1191, 1191, 1191, 1859, 1191, 1191, 1191, 1191, 1191, 766, 359, 1191, 1191, 563, 1191, 1191, 1191, 500
989, 56, 543, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399, 1399
991, 91, 244, 722, 722, 722, 469, 722, 722, 722, 722, 722, 1172, 722, 722, 722, 722, 722, 722, 722, 722
992, 63, 173, 521, 521, 521, 521, 521, 521, 521, 521, 521, 235, 531, 521, 521, 521, 521, 521, 521, 521
993, 75, 2281, 4792, 4792, 4792, 406, 4792, 4792, 4792, 4792, 4792, 469, 4792, 4792, 468, 4792, 265, 281, 4792, 4792
994, 108, 500, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 1351, 341, 1351, 1351, 1351, 1351, 1351
995, 76, 922, 2026, 2026, 371, 883, 462, 2026, 2026, 502, 2026, 740, 833, 672, 399, 289, 2026, 342, 2026, 369
996, 73, 971, 2103, 2103, 2103, 302, 2103, 2103, 302, 2103, 2103, 321, 357, 2103, 372, 2103, 2103, 323, 383, 992
997, 95, 1430, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 3181, 400, 3181, 3181, 3181, 3181, 3181
998, 83, 662, 1495, 416, 423, 392, 312, 488, 403, 369, 779, 3965, 968, 1269, 505, 1315, 328, 900, 579, 588
999, 74, 1407, 3082, 3082, 3082, 3082, 3082, 3082, 492, 3082, 3082, 3082, 3082, 3082, 3082, 3082, 3082, 3082, 505, 3082
1000, 81, 1017, 2221, 366, 2221, 323, 2221, 2221, 2221, 506, 2221, 3482, 323, 445, 420, 643, 298, 413, 496, 429
1001, 79, 379, 945, 945, 364, 945, 945, 945, 945, 1012, 945, 1113, 945, 945, 945, 945, 369, 459, 945, 310
1002, 76, 4554, 9324, 28104, 9324, 9324, 9324, 9324, 9324, 9324, 9324, 9324, 9324, 403, 3552, 9324, 9324, 312, 9324, 10096
1003, 82, 1295, 2798, 2798, 2798, 2798, 2798, 2798, 301, 2798, 2798, 342, 299, 2798, 380, 2798, 322, 279, 2798, 2798
1004, 67, 308, 794, 422, 290, 794, 794, 794, 794, 794, 794, 794, 794, 1150, 353, 794, 322, 794, 270, 794
1005, 101, 434, 1113, 1113, 405, 1113, 1113, 1113, 1113, 1113, 1113, 1113, 1113, 431, 1113, 1113, 1263, 639, 375, 1113
1006, 90, 552, 1316, 1316, 1319, 421, 1316, 583, 1316, 392, 1316, 1316, 408, 433, 1316, 1316, 1316, 2376, 598, 479
1007, 74, 1000, 2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206, 2206, 1027, 2206, 2206, 2206, 267, 751, 2206
1008, 94, 179, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551, 551
1009, 81, 482, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 1185, 483, 1185, 1185, 335, 1185, 1185
1010, 85, 601, 1407, 583, 481, 1407, 1407, 335, 1407, 1407, 1407, 1407, 708, 1407, 418, 1407, 1407, 1407, 302, 1407
1011, 82, 754, 1705, 1705, 1705, 486, 1705, 1705, 1705, 1705, 1705, 1705, 1705, 1705, 402, 1705, 1705, 335, 579, 1705
1012, 80, 590, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 1397, 385, 1397, 1397, 251, 465, 1397
1013, 74, 653, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 1551, 417, 1551, 1551, 317, 428, 1551
1014, 84, 1361, 2938, 2938, 1084, 2938, 2938, 2938, 353, 2938, 2938, 2938, 2938, 2938, 399, 2938, 2938, 367, 478, 2938
1015, 83, 1281, 2746, 517, 463, 2746, 482, 316, 471, 2746, 2746, 2746, 514, 396, 400, 2746, 2746, 370, 864, 2746
1016, 97, 4645, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 10826, 300, 10826
1017, 81, 354, 895, 895, 895, 895, 895, 895, 895, 895, 895, 895, 895, 895, 402, 895, 895, 284, 1062, 895
1018, 78, 1022, 2233, 2233, 2233, 2233, 2233, 416, 296, 2233, 2233, 2233, 432, 2233, 416, 2233, 432, 2233, 412, 2233
1020, 76, 2187, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 4944, 268, 4944
1021, 84, 1224, 2623, 601, 466, 387, 632, 381, 1218, 368, 404, 319, 393, 1279, 384, 1499, 566, 406, 863, 397
1022, 79, 990, 2157, 2157, 351, 21049, 2157, 382, 1050, 916, 2157, 468, 10480, 2157, 416, 370, 453, 368, 881, 414
1023, 85, 538, 1258, 1258, 1258, 1258, 477, 415, 1258, 1258, 1258, 1258, 799, 1258, 385, 333, 1258, 335, 397, 1258
1024, 92, 557, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410, 1410
1025, 78, 851, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934
1026, 86, 1066, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443, 2443
1027, 97, 1436, 3149, 3149, 3149, 3149, 3149, 3149, 3149, 3149, 3149, 1149, 3149, 3149, 273, 704, 3149, 3149, 3149, 3149
1028, 85, 799, 1780, 1780, 1780, 1780, 1780, 1780, 300, 1780, 1780, 1780, 464, 1780, 384, 1780, 1780, 1780, 679, 1780
1029, 84, 931, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 379, 2070, 434, 316, 2070, 2070, 2070, 481
1030, 73, 148, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475, 475
1031, 86, 1236, 2720, 2720, 2720, 2720, 2720, 2720, 2720, 2720, 2720, 3017, 2720, 2720, 2720, 2720, 2720, 2720, 2720, 944
1032, 85, 4345, 9544, 9544, 9544, 9544, 9544, 9544, 9544, 1101, 9544, 9544, 415, 9544, 9544, 9544, 501, 352, 9544, 9544
1033, 79, 1248, 2707, 2707, 556, 2707, 2707, 2707, 2707, 2707, 606, 2707, 2707, 415, 2707, 2707, 487, 2707, 518, 2707
1034, 82, 485, 1150, 1150, 1150, 1150, 1150, 1150, 1150, 1150, 1150, 1150, 1150, 376, 1150, 1150, 1150, 1150, 868, 1150
1035, 85, 1006, 2196, 2196, 652, 2196, 2196, 2196, 754, 2196, 2196, 2196, 410, 17431, 403, 383, 424, 275, 408, 428
1036, 81, 1970, 4136, 4136, 326, 4136, 4136, 4136, 494, 4136, 4136, 4136, 4136, 11494, 400, 863, 4136, 259, 622, 519
1037, 92, 8138, 16596, 16596, 274, 16596, 16596, 16596, 16596, 16596, 16596, 619, 16596, 403, 506, 16596, 16596, 16596, 295, 16596
1038, 104, 692, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 1755, 431
1039, 69, 1062, 1748, 403, 1748, 1748, 1748, 1748, 308, 1748, 590, 1748, 1748, 1748, 1748, 4045, 1748, 1748, 1748, 1748
1040, 77, 480, 1133, 4462, 523, 327, 1133, 1133, 1133, 1133, 1133, 1133, 1133, 1133, 378, 369, 344, 332, 365, 350
1041, 65, 127, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 343, 426, 426, 389, 426
1042, 76, 762, 1712, 1712, 1712, 1712, 1712, 1712, 1712, 537, 1712, 1712, 1712, 1712, 1712, 518, 1712, 1712, 387, 1712
1043, 76, 575, 1316, 1316, 1626, 1316, 1316, 1316, 1316, 1316, 1316, 1316, 1316, 1316, 411, 467, 324, 288, 747, 362
1044, 71, 644, 1454, 1454, 1454, 1454, 1454, 1454, 1454, 1454, 1454, 1454, 381, 1454, 512, 1454, 1454, 1454, 1454, 1454
1045, 82, 1207, 2620, 535, 367, 2620, 346, 2620, 2620, 2620, 2620, 2620, 2620, 366, 399, 2620, 391, 329, 2620, 696
1046, 81, 831, 1851, 541, 312, 1851, 1851, 1851, 327, 1851, 1851, 1851, 1851, 511, 375, 1851, 1851, 402, 538, 251
1047, 87, 1634, 3471, 468, 336, 300, 391, 3471, 467, 3471, 3471, 3471, 3471, 389, 516, 3471, 365, 391, 3471, 452
1048, 84, 2669, 5709, 5709, 5709, 5709, 478, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709, 5709
1049, 108, 344, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 1023, 386, 1023, 1023, 1023, 1023, 404, 1023, 1023, 1023
1050, 84, 1446, 3085, 468, 501, 321, 422, 400, 3085, 294, 3085, 3085, 1297, 302, 440, 3085, 3085, 3085, 500, 3085
1051, 80, 1610, 3395, 450, 3395, 1213, 3395, 3395, 359, 3395, 1219, 3395, 386, 3395, 366, 435, 316, 1148, 408, 1459
1052, 88, 1067, 2321, 2166, 533, 564, 2321, 2321, 440, 2321, 2321, 510, 628, 488, 395, 808, 557, 692, 431, 422
1053, 81, 1695, 3655, 3655, 3655, 3655, 3655, 3655, 3655, 3655, 613, 871, 3655, 432, 3655, 3655, 417, 317, 3655, 497
1054, 83, 1469, 3135, 480, 868, 3135, 3135, 3135, 3135, 3135, 3135, 3135, 3135, 438, 3135, 3135, 1238, 475, 1610, 633
1055, 81, 827, 1839, 1741, 1839, 376, 1839, 283, 1641, 1839, 335, 452, 511, 371, 1839, 1839, 310, 1839, 379, 459
1056, 83, 943, 2096, 2096, 2249, 2096, 1117, 2096, 2096, 2096, 2096, 2096, 661, 2096, 2096, 2096, 2096, 343, 2096, 446
1057, 80, 928, 2031, 521, 425, 624, 2031, 2031, 2031, 334, 2031, 2031, 391, 723, 2072, 548, 290, 302, 370, 432
1058, 83, 414, 1040, 1040, 1040, 1040, 1040, 1040, 351, 1040, 1040, 1040, 1040, 1040, 1040, 1040, 1040, 1040, 382, 1040
1059, 98, 765, 1733, 1733, 353, 1733, 1733, 1733, 1919, 1733, 1733, 474, 1733, 1733, 413, 1733, 386, 354, 486, 311
1060, 103, 860, 1989, 1989, 1989, 1989, 1989, 1989, 1989, 313, 828, 1989, 1989, 1989, 2393, 1989, 2120, 1989, 1989, 1989
1061, 78, 420, 1000, 552, 338, 1000, 392, 327, 987, 1000, 1000, 1000, 322, 784, 361, 1000, 730, 388, 779, 331
1062, 81, 1190, 2549, 2549, 2549, 2549, 467, 391, 2549, 2549, 2549, 501, 386, 2549, 379, 2549, 7593, 465, 463, 420
1063, 73, 2454, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132, 5132
1065, 70, 933, 2035, 2035, 2035, 507, 2035, 2035, 2035, 2035, 2035, 2035, 299, 2035, 349, 2035, 328, 247, 2035, 460
1066, 74, 478, 1111, 458, 1111, 1111, 1111, 1111, 317, 1111, 1111, 1111, 1111, 279, 346, 1111, 1111, 277, 398, 1111
1067, 71, 2519, 5241, 438, 5241, 5241, 5241, 5241, 5241, 5241, 5241, 5241, 329, 5241, 508, 5241, 587, 267, 536, 336
1068, 63, 240, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664
1069, 66, 219, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625, 625
1070, 64, 182, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541
1071, 108, 2292, 5042, 5042, 5042, 5042, 5042, 5042, 5042, 5042, 5042, 5042, 5042, 5428, 5042, 327, 418, 433, 360, 5042
1072, 88, 755, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825, 1825
1073, 74, 1399, 2823, 2823, 2823, 2823, 340, 2823, 271, 480, 2823, 2823, 2823, 2823, 2823, 351, 2823, 2823, 378, 2823
1074, 69, 1212, 2662, 351, 379, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 2662, 260, 400
1075, 73, 2394, 4950, 4950, 300, 340, 378, 260, 308, 2179, 4950, 618, 44689, 478, 887, 718, 726, 259, 409, 1095
1076, 73, 1945, 4057, 4057, 309, 4057, 4057, 439, 597, 4057, 418, 4057, 4057, 4057, 857, 4057, 359, 1396, 439, 4057
1077, 70, 1173, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 2521, 349, 2521, 2521, 419, 2521, 389
1078, 72, 882, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 1954, 379, 1954, 1954, 299, 1954, 1954
1079, 74, 1408, 2988, 1956, 417, 311, 388, 400, 418, 2988, 340, 440, 918, 958, 2988, 2988, 319, 1275, 570, 330
1080, 77, 565, 1311, 409, 1311, 1311, 1311, 1311, 307, 1311, 1311, 1311, 1311, 1311, 419, 1311, 1311, 1311, 380, 1311
1082, 102, 420, 1131, 496, 1131, 1131, 1587, 492, 1131, 1131, 444, 1131, 1131, 1131, 1131, 1131, 1131, 1131, 1131, 1131
1083, 139, 4791, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256, 10256
1084, 90, 2200, 4746, 4746, 4746, 4746, 4746, 4746, 4746, 4746, 4746, 4746, 377, 363, 403, 4746, 4746, 301, 4746, 4746
1085, 95, 8968, 18490, 642, 18490, 18490, 18490, 18490, 18490, 18490, 6271, 18490, 18490, 18490, 18490, 18490, 808, 18490, 18490, 18490
1086, 79, 1713, 3656, 3656, 3656, 352, 3656, 3656, 3656, 3656, 3656, 3656, 3656, 3656, 356, 3656, 3656, 345, 390, 360
1087, 166, 762, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138, 2138
1088, 75, 740, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716, 1716
1089, 73, 939, 2054, 2054, 1188, 2054, 2054, 2054, 2054, 2054, 2054, 2054, 2054, 2054, 383, 2054, 2054, 2054, 2054, 2054
1090, 68, 955, 2052, 2052, 743, 2052, 2052, 409, 350, 2052, 2052, 2052, 390, 8678, 389, 307, 287, 2052, 370, 977
1091, 64, 543, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298, 1298
1092, 71, 943, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 510, 689, 2051, 2051, 2051, 2051, 391, 319, 269, 390
1093, 99, 129, 502, 393, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502, 502
1094, 74, 1534, 3258, 3258, 400, 790, 3258, 488, 3258, 3258, 3258, 3258, 3258, 360, 499, 3258, 420, 301, 1008, 3258
1095, 130, 7742, 16293, 488, 16293, 16293, 16293, 16293, 16293, 16293, 927, 16293, 16293, 16293, 16293, 16293, 377, 16293, 16293, 16293
1096, 157, 4231, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218, 9218
1097, 74, 948, 2014, 490, 311, 300, 318, 2014, 380, 2014, 2014, 1986, 999, 2014, 351, 321, 2014, 380, 859, 2014
1098, 73, 323, 842, 842, 842, 842, 842, 842, 842, 842, 842, 842, 559, 842, 842, 842, 842, 429, 842, 842
1099, 72, 1002, 2154, 651, 526, 2154, 519, 360, 490, 2154, 2154, 2154, 400, 341, 360, 318, 269, 280, 340, 711
1100, 73, 482, 1113, 1885, 1113, 486, 362, 365, 3770, 312, 1113, 355, 405, 375, 528, 394, 287, 302, 454, 1472
1101, 71, 459, 1062, 401, 269, 271, 571, 329, 2036, 1062, 1062, 504, 393, 325, 394, 374, 318, 277, 397, 385
1102, 71, 459, 1062, 401, 269, 271, 571, 329, 2036, 1062, 1062, 504, 393, 325, 394, 374, 318, 277, 397, 385
1103, 71, 459, 1062, 401, 269, 271, 571, 329, 2036, 1062, 1062, 504, 393, 325, 394, 374, 318, 277, 397, 385
1104, 86, 345, 908, 908, 908, 1047, 908, 908, 908, 578, 908, 908, 908, 908, 908, 908, 908, 908, 908, 908
1105, 92, 1350, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 3012, 301, 3012
1106, 69, 406, 933, 409, 289, 2095, 933, 933, 933, 933, 933, 321, 412, 246, 359, 933, 933, 339, 376, 377
1107, 92, 5012, 10418, 502, 10418, 10418, 10418, 10418, 379, 10418, 472, 10418, 10418, 10418, 10418, 10418, 309, 291, 10418, 10418
1108, 116, 9633, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729, 19729
1109, 82, 1633, 3098, 3098, 3098, 3098, 3098, 3098, 3098, 3098, 3098, 660, 579, 3098, 380, 360, 3098, 871, 3098, 3098
1110, 89, 6723, 13806, 13806, 13806, 13806, 13806, 13806, 13806, 13806, 13806, 13806, 13806, 360, 353, 13806, 13806, 311, 13806, 13806
1111, 132, 7714, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050, 16050
1113, 89, 862, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992
1114, 70, 1611, 3389, 539, 229, 3389, 3389, 3389, 13261, 3389, 3389, 3389, 3389, 1006, 298, 1620, 369, 3389, 371, 307
1115, 52, 1793, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053, 4053
1116, 109, 4422, 9396, 9396, 578, 9396, 9396, 9396, 9396, 344, 9396, 9396, 9396, 9396, 9396, 9396, 366, 388, 268, 9396
1117, 79, 691, 1545, 1545, 310, 449, 1545, 368, 439, 357, 1545, 4589, 359, 811, 378, 349, 589, 439, 397, 478
1118, 76, 429, 1028, 6285, 1028, 1028, 1028, 1028, 1028, 1028, 1028, 1028, 510, 310, 1028, 691, 370, 407, 420, 350
1119, 75, 388, 938, 938, 938, 332, 288, 449, 938, 260, 938, 938, 351, 938, 938, 938, 350, 251, 389, 328
1120, 72, 820, 1835, 1835, 1835, 351, 1835, 1835, 2663, 342, 1835, 1835, 392, 1835, 1835, 1835, 1835, 1835, 1835, 1835
1121, 75, 1413, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 3029, 372, 3029, 3029, 272, 3029, 3029
1122, 79, 543, 1276, 1276, 391, 1276, 1276, 372, 1276, 1276, 1276, 1276, 1276, 1276, 391, 1276, 321, 1276, 1276, 1276
1123, 74, 2367, 4913, 4913, 358, 409, 601, 4913, 4913, 4913, 4913, 4913, 351, 4913, 359, 338, 4913, 4913, 2718, 1817
1124, 74, 2360, 4989, 4989, 4989, 4989, 4989, 4989, 4989, 4989, 4989, 4989, 420, 4989, 4989, 4989, 4989, 960, 4989, 4989
1125, 70, 249, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706, 706
1126, 77, 5428, 12074, 12074, 648, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074, 12074
1127, 97, 996, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 2304, 351, 299, 2304, 2304, 2304, 2304
1128, 84, 542, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 1308, 411, 1308
1129, 69, 988, 2145, 791, 351, 361, 2145, 2145, 351, 2145, 2145, 620, 2145, 2145, 369, 2145, 2145, 2145, 2145, 2145
1130, 73, 1893, 4159, 4159, 4159, 4159, 4159, 4159, 4159, 4159, 4159, 4159, 4159, 378, 4159, 4159, 4159, 4159, 4159, 4159
