num,userID,avgHoldTime,avgSeekTime,averageNgramTime,I,AL,S,KS,EI,D,AK,L,O,LE,MA,IN,SI,EL,E,JA,LA,label
594,617,9,1556,3604,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
595,618,23,1371,2963,669,717.1615618,1510.093069,639.5986021,13711,1177.30961,1299.677705,1747.429268,601,533,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
596,619,7,1016,2090,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
597,620,30,817,1817,1003.300417,717.1615618,1510.093069,639.5986021,4310,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,366,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
598,621,15,602,1296,1003.300417,717.1615618,1510.093069,639.5986021,8855,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,418,965.0537283,873,1000.98157,0
599,622,36,1935,4243,10587,717.1615618,1510.093069,639.5986021,21045,1177.30961,270,1747.429268,1781.120632,675.6157162,871.4956309,695,302,647.9096863,965.0537283,1379.438976,280,0
600,623,82,2325,4911,1003.300417,696,935,639.5986021,2009.008122,848,1299.677705,1747.429268,1136,675.6157162,871.4956309,1224,760.6002876,408,656,624,1000.98157,0
601,624,76,182,537,1003.300417,717.1615618,1510.093069,639.5986021,603,1177.30961,1299.677705,1747.429268,1781.120632,451,871.4956309,286,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
602,625,8,744,1546,1003.300417,717.1615618,1510.093069,639.5986021,423,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,300,1000.98157,0
603,626,16,819,1704,2627,717.1615618,1510.093069,639.5986021,7132,1177.30961,1299.677705,1747.429268,2654,301,236,309,760.6002876,647.9096863,965.0537283,1379.438976,371,0
604,627,23,793,1645,1003.300417,696,1510.093069,639.5986021,2009.008122,1177.30961,852,1747.429268,917,722,851,414,760.6002876,565,1832,795,1000.98157,0
605,628,14,413,860,394,717.1615618,1510.093069,639.5986021,10929,229,317,1747.429268,500,261,246,350,229,449,263,1379.438976,1000.98157,0
606,629,35,1503,3302,1003.300417,717.1615618,1510.093069,310,2009.008122,1177.30961,8507,1747.429268,1781.120632,675.6157162,871.4956309,495,760.6002876,647.9096863,965.0537283,18594,1000.98157,0
607,630,6,817,1693,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
608,631,6,648,1327,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,0
609,632,90,1296,2816,1003.300417,600,1312,639.5986021,480,792,552,1747.429268,1781.120632,1432,833,560,760.6002876,647.9096863,965.0537283,720,1000.98157,0
610,633,83,869,2025,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,7624,1000.98157,0
611,634,22,491,1050,1003.300417,233,1510.093069,639.5986021,8338,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,410,760.6002876,647.9096863,474,1379.438976,1000.98157,1
612,635,5,854,1761,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
613,636,8,598,1222,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
614,637,77,1757,4087,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
615,638,73,2886,5943,1003.300417,734,1510.093069,875,2009.008122,438,1299.677705,1747.429268,1781.120632,688,672,391,760.6002876,647.9096863,594,360,672,1
616,639,84,194,613,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,235,1000.98157,1
617,640,63,184,532,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,359,1299.677705,1747.429268,1781.120632,422,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
618,641,21,1524,3108,1003.300417,1061,1510.093069,639.5986021,2009.008122,17946,1299.677705,1747.429268,1512,375,1542,2367,1627,647.9096863,959,891,1260,1
619,642,8,1262,2553,1003.300417,1230,1510.093069,639.5986021,2009.008122,1865,1299.677705,1747.429268,1781.120632,681,1413,732,2054,758,760,860,1285,1
620,643,81,3460,7211,641,469,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,422,760.6002876,647.9096863,453,359,1000.98157,1
621,644,90,4312,8977,1003.300417,717.1615618,1510.093069,639.5986021,625,610,1299.677705,1747.429268,500,675.6157162,871.4956309,1422,760.6002876,328,1671,1379.438976,1000.98157,1
622,645,88,3725,7790,343,91219,1510.093069,639.5986021,687,1516,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,391,1
623,646,90,1689,3628,1003.300417,717.1615618,625,639.5986021,375,1177.30961,1299.677705,1747.429268,1781.120632,406,871.4956309,826.7466775,760.6002876,296,1000,390,1000.98157,1
624,647,13,2230,5269,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
625,648,66,74,319,1003.300417,717.1615618,250,219,2009.008122,1177.30961,1299.677705,1747.429268,250,343,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
626,649,89,334,875,1003.300417,563,453,1047,2009.008122,1177.30961,2953,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,562,406,1000.98157,1
627,650,101,2569,5585,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,750,1000.98157,1
628,651,78,511,1221,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,344,938,703,1
629,652,85,875,1970,1003.300417,313,1510.093069,312,407,1177.30961,1299.677705,1747.429268,1781.120632,516,871.4956309,826.7466775,760.6002876,647.9096863,328,1379.438976,1000.98157,1
630,653,87,282,776,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,437,826.7466775,760.6002876,647.9096863,965.0537283,375,1000.98157,1
631,654,84,1898,4027,1003.300417,717.1615618,421,639.5986021,515,1177.30961,1299.677705,1747.429268,375,406,871.4956309,826.7466775,329,647.9096863,296,1379.438976,1000.98157,1
632,655,74,3783,8408,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,328,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
633,656,86,4686,9696,1003.300417,717.1615618,219,328,328,1177.30961,500,531,281,675.6157162,871.4956309,826.7466775,359,577,437,360,1000.98157,1
634,657,85,2713,5646,8266,717.1615618,1510.093069,639.5986021,344,390,1299.677705,1747.429268,1062,675.6157162,871.4956309,469,1141,647.9096863,6156,437,1000.98157,1
635,658,61,956,2192,354,717.1615618,1510.093069,184,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
636,659,75,1264,2774,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,297,871.4956309,826.7466775,760.6002876,647.9096863,375,328,1000.98157,1
637,660,81,712,1651,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,484,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,375,1000.98157,1
638,661,84,167,550,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,422,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
639,662,74,602,1449,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,297,675.6157162,871.4956309,406,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
640,663,82,585,1361,1003.300417,422,1510.093069,639.5986021,2009.008122,360,1299.677705,1747.429268,375,675.6157162,871.4956309,453,312,647.9096863,516,1469,344,1
641,664,78,496,1176,1003.300417,360,1510.093069,639.5986021,297,1375,1299.677705,1747.429268,500,265,871.4956309,453,760.6002876,329,965.0537283,407,1000.98157,1
642,665,80,129,476,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,297,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
643,666,76,176,526,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
644,667,78,2598,5725,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
645,668,77,479,1181,1003.300417,250,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,859,1
646,669,73,1122,2426,1579,717.1615618,1510.093069,332,22273,1177.30961,358,534,733,323,258,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
647,670,90,1368,2969,1003.300417,717.1615618,2360,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,562,760.6002876,647.9096863,965.0537283,1379.438976,547,1
648,671,80,1261,2762,360,717.1615618,250,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,313,675.6157162,871.4956309,826.7466775,760.6002876,375,965.0537283,1379.438976,1000.98157,1
649,672,80,880,1939,1003.300417,328,266,484,312,250,1299.677705,1747.429268,313,422,871.4956309,1062,760.6002876,647.9096863,965.0537283,344,312,1
650,673,79,324,695,1003.300417,717.1615618,1510.093069,639.5986021,297,1177.30961,1299.677705,1747.429268,1781.120632,391,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
651,674,78,925,2041,1003.300417,717.1615618,532,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,484,675.6157162,657,422,760.6002876,647.9096863,360,406,1000.98157,1
652,675,77,249,670,1003.300417,343,1510.093069,639.5986021,266,1177.30961,1299.677705,1747.429268,1781.120632,609,871.4956309,438,760.6002876,647.9096863,965.0537283,1379.438976,454,1
653,676,77,663,1526,1003.300417,313,234,639.5986021,250,1177.30961,1299.677705,1747.429268,312,328,562,826.7466775,344,344,965.0537283,1379.438976,250,1
654,677,85,1173,2708,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
655,678,81,237,668,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,391,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
656,679,88,870,1951,1003.300417,717.1615618,468,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,437,359,343,297,313,938,1379.438976,360,1
657,680,79,636,1500,265,717.1615618,1510.093069,639.5986021,106,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,215,826.7466775,760.6002876,647.9096863,965.0537283,5449,1000.98157,1
658,681,85,1695,3677,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
659,682,69,2321,5074,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,250,760.6002876,647.9096863,313,1379.438976,1000.98157,1
660,683,76,278,730,1003.300417,717.1615618,781,639.5986021,313,328,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,375,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
661,684,72,3925,8346,1003.300417,282,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,328,871.4956309,826.7466775,760.6002876,647.9096863,1015,375,1000.98157,1
662,685,111,9649,20551,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
663,686,100,881,1963,1003.300417,717.1615618,1112,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,1043,826.7466775,760.6002876,647.9096863,965.0537283,3216,1000.98157,1
664,687,117,4392,9879,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
665,689,117,5676,12396,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
666,690,101,979,2192,1688,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,501,1000.98157,1
667,691,13,1103,2522,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
668,692,88,262,737,452,717.1615618,1510.093069,639.5986021,720,1177.30961,1299.677705,1747.429268,1781.120632,522,871.4956309,826.7466775,760.6002876,712,965.0537283,1379.438976,1000.98157,1
669,693,99,307,832,1003.300417,466,1510.093069,447,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,573,871.4956309,375,760.6002876,1376,369,1379.438976,753,1
670,694,89,3274,7129,1003.300417,717.1615618,1510.093069,639.5986021,438,584,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
671,696,94,1674,3647,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,415,1
672,697,93,3476,7205,341,611,341,639.5986021,2009.008122,319,1299.677705,1747.429268,1781.120632,444,401,546,760.6002876,1046,332,409,624,1
673,698,94,3323,7051,1003.300417,389,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,441,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
674,699,89,1277,2763,340,204,1510.093069,639.5986021,2009.008122,668,1299.677705,1747.429268,1781.120632,320,489,362,355,2707,292,777,1000.98157,1
675,700,82,941,2077,817,717.1615618,286,313,2009.008122,1177.30961,1299.677705,1747.429268,434,409,296,351,760.6002876,3927,354,527,328,1
676,701,91,2254,4864,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,393,760.6002876,647.9096863,1830,496,1000.98157,1
677,703,94,2192,4707,1003.300417,427,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,362,304,826.7466775,760.6002876,647.9096863,532,502,408,1
678,704,95,2592,5339,1003.300417,429,370,639.5986021,2009.008122,383,1299.677705,1747.429268,1781.120632,675.6157162,490,417,800,260,325,471,525,1
679,705,79,1242,2765,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,563,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,504,349,647.9096863,965.0537283,471,1000.98157,1
680,706,102,3222,6898,1003.300417,313,1510.093069,639.5986021,2009.008122,429,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,574,647.9096863,965.0537283,1379.438976,1000.98157,1
681,707,104,2900,6065,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,361,1
682,708,104,2962,6263,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1170,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
683,709,101,635,1514,371,835,431,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,519,468,871.4956309,356,760.6002876,867,269,673,380,1
684,710,89,160,541,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,559,826.7466775,760.6002876,647.9096863,426,1379.438976,1000.98157,1
685,711,99,834,1974,683,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,473,647.9096863,965.0537283,1379.438976,633,1
686,712,87,701,1734,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
687,713,19,811,1708,1003.300417,717.1615618,1510.093069,639.5986021,8498,1177.30961,358,1747.429268,1781.120632,216,871.4956309,826.7466775,760.6002876,318,333,1379.438976,1000.98157,1
688,714,92,229,693,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,615,760.6002876,647.9096863,965.0537283,1379.438976,632,1
689,716,107,2442,5416,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
690,717,126,9832,23181,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
691,718,99,1938,4713,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
692,719,110,6050,13162,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
693,720,101,895,2070,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,703,1379.438976,384,1
694,721,113,7874,18191,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
695,722,93,1290,2811,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,499,871.4956309,826.7466775,760.6002876,418,965.0537283,1379.438976,563,1
696,723,97,1217,2743,1003.300417,400,1510.093069,639.5986021,2009.008122,432,1299.677705,1747.429268,1781.120632,675.6157162,354,826.7466775,760.6002876,647.9096863,965.0537283,496,1000.98157,1
697,724,77,510,1220,335,717.1615618,1510.093069,639.5986021,254,1177.30961,1299.677705,1747.429268,352,384,871.4956309,826.7466775,760.6002876,647.9096863,335,703,1000.98157,1
698,725,78,203,589,528,717.1615618,1510.093069,639.5986021,478,1177.30961,1299.677705,1747.429268,1781.120632,1397,871.4956309,826.7466775,760.6002876,528,247,1379.438976,1000.98157,1
699,726,74,370,925,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,1453,871.4956309,377,760.6002876,1992,269,1379.438976,1000.98157,1
700,727,70,130,444,747,717.1615618,245,639.5986021,305,1177.30961,1299.677705,1747.429268,848,470,871.4956309,826.7466775,760.6002876,647.9096863,362,1379.438976,1000.98157,1
701,728,76,799,1755,773,724,272,255,708,272,384,360,3629,337,270,590,1140,566,263,264,350,1
702,729,74,2989,6917,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
703,730,69,375,1037,1003.300417,267,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
704,731,88,8116,19270,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
705,732,86,1522,3593,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
706,734,83,2679,6734,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
707,735,107,1590,3496,461,499,361,333,80958,1177.30961,623,1747.429268,1781.120632,416,642,826.7466775,760.6002876,777,416,1379.438976,1000.98157,1
708,736,78,667,1495,350,653,694,439,523,265,327,494,699,333,680,323,367,215,906,182,431,1
709,737,75,392,939,1003.300417,383,1510.093069,639.5986021,267,265,1299.677705,440,509,430,871.4956309,651,415,319,402,482,1000.98157,1
710,738,71,4513,10876,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
711,739,79,1127,2416,698,297,231,205,384,283,460,331,399,510,283,335,250,250,520,389,320,1
712,740,89,1210,2606,607,249,1039,330,2009.008122,381,366,268,2899,863,482,270,647,259,418,1692,284,1
713,741,83,239,660,1003.300417,260,1510.093069,639.5986021,2009.008122,786,1299.677705,1747.429268,1781.120632,431,871.4956309,399,760.6002876,299,234,1379.438976,1000.98157,1
714,742,89,311,807,493,454,1510.093069,639.5986021,2009.008122,714,1299.677705,1747.429268,1781.120632,860,871.4956309,314,760.6002876,292,409,373,1000.98157,1
715,743,78,218,606,404,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,2835,675.6157162,412,319,782,647.9096863,378,236,1000.98157,1
716,744,103,4992,10878,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
717,745,74,1001,2224,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
718,746,72,964,2171,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,851,461,231,826.7466775,760.6002876,647.9096863,965.0537283,6245,1000.98157,1
719,747,124,1180,2964,1003.300417,717.1615618,1510.093069,639.5986021,1003,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
720,748,96,2869,7557,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
721,749,113,2561,6218,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
722,751,80,563,1327,1003.300417,258,1510.093069,639.5986021,2009.008122,341,1299.677705,1747.429268,1781.120632,199,561,826.7466775,760.6002876,450,965.0537283,1379.438976,1000.98157,1
723,752,81,88,387,1003.300417,304,1510.093069,639.5986021,2009.008122,730,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
724,753,86,868,1989,1003.300417,3706,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,671,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
725,754,78,307,868,1003.300417,241,1510.093069,639.5986021,2009.008122,1553,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
726,755,73,3807,7944,1003.300417,717.1615618,313,255,2009.008122,1177.30961,397,1747.429268,1781.120632,675.6157162,871.4956309,323,760.6002876,647.9096863,553,315,240,1
727,756,78,407,1122,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
728,758,65,333,802,239,216,1510.093069,304,208,200,1299.677705,287,433,232,200,200,200,575,264,336,159,1
729,759,73,2154,5539,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
730,760,77,7629,15828,313,270,1510.093069,345,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,456,760.6002876,647.9096863,265,1379.438976,1000.98157,1
731,761,81,632,1503,1003.300417,717.1615618,1510.093069,348,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,1
732,762,74,407,1000,1003.300417,717.1615618,437,298,2009.008122,1177.30961,349,1013,1781.120632,400,871.4956309,826.7466775,760.6002876,647.9096863,399,271,1000.98157,1
