'userCount', 'averageHoldTime', 'averageSeekTime', 'averageNgramTime'
664, 76, 1760, 3703
665, 78, 407, 1122
666, 76, 278, 730
667, 94, 3323, 7051
668, 94, 5263, 11871
669, 78, 1341, 2915
670, 74, 370, 925
671, 83, 239, 660
672, 91, 2591, 5989
673, 90, 1665, 3703
674, 20, 629, 1302
675, 82, 1001, 2175
676, 66, 4940, 11098
677, 73, 942, 2050
678, 83, 2850, 5892
679, 79, 1128, 2539
680, 67, 1036, 2260
681, 22, 3582, 8075
682, 89, 1210, 2606
683, 78, 203, 589
684, 72, 3413, 6990
685, 94, 1168, 2528
686, 89, 1277, 2763
687, 72, 3925, 8346
688, 76, 13407, 27911
689, 84, 2142, 4488
690, 105, 784, 1895
691, 79, 1966, 4119
692, 69, 96, 370
693, 82, 5370, 13065
694, 83, 1051, 2275
695, 84, 518, 1208
696, 111, 10281, 21575
697, 85, 16110, 34894
698, 6, 1793, 3684
699, 22, 491, 1050
700, 111, 1340, 2991
701, 74, 2989, 6917
702, 78, 667, 1495
703, 84, 6919, 14075
704, 79, 1447, 2950
705, 93, 5288, 11013
706, 85, 5130, 10570
707, 75, 392, 939
708, 69, 375, 1037
709, 5, 854, 1761
710, 4, 478, 970
711, 5, 1277, 2794
712, 89, 3274, 7129
713, 117, 4392, 9879
714, 84, 3237, 6661
715, 100, 943, 2090
716, 64, 93, 330
717, 79, 228, 657
718, 80, 3376, 6985
719, 62, 106, 354
720, 69, 183, 535
721, 106, 3373, 6986
722, 93, 1290, 2811
723, 118, 1440, 3127
724, 88, 262, 737
725, 111, 9649, 20551
726, 77, 1009, 2206
727, 4, 824, 1765
728, 79, 1563, 3376
729, 79, 1127, 2416
730, 86, 1522, 3593
731, 131, 9395, 20892
732, 70, 1450, 3085
733, 77, 400, 957
734, 127, 2240, 4729
735, 74, 2278, 4872
736, 88, 8116, 19270
737, 100, 2084, 4382
738, 71, 4513, 10876
739, 103, 5235, 13659
740, 66, 393, 953
741, 72, 964, 2171
742, 100, 881, 1963
743, 99, 307, 832
744, 97, 1217, 2743
745, 98, 1246, 2736
746, 75, 604, 1386
747, 73, 339, 882
748, 84, 2479, 5364
749, 79, 606, 984
750, 89, 631, 1432
751, 69, 582, 1483
752, 69, 144, 463
753, 85, 486, 1196
754, 77, 663, 1526
755, 84, 167, 550
756, 75, 741, 1725
757, 7, 883, 1841
758, 76, 439, 1037
759, 86, 2757, 5729
760, 140, 1000, 2395
761, 84, 1143, 2725
762, 71, 5975, 14517
763, 80, 1143, 2456
764, 77, 310, 780
765, 7, 401, 823
766, 74, 602, 1449
767, 85, 1173, 2708
768, 78, 312, 805
769, 94, 4600, 9773
770, 87, 12813, 25919
771, 71, 4524, 9932
772, 76, 2193, 4642
773, 85, 1096, 2434
774, 83, 125, 443
775, 60, 122, 421
776, 85, 826, 1859
777, 81, 712, 1651
778, 77, 249, 670
779, 90, 1689, 3628
780, 124, 1180, 2964
781, 57, 911, 2107
782, 73, 13055, 26340
783, 87, 1136, 2458
784, 79, 685, 1532
785, 87, 3896, 8003
786, 81, 293, 756
787, 65, 333, 802
788, 88, 3725, 7790
789, 78, 925, 2041
790, 75, 1264, 2774
791, 119, 5676, 12013
792, 71, 2215, 4809
793, 79, 490, 1192
794, 89, 989, 2240
795, 77, 2557, 5283
796, 78, 1245, 2655
797, 59, 330, 790
798, 85, 140, 478
799, 86, 4686, 9696
800, 82, 585, 1361
801, 90, 1368, 2969
802, 10, 1080, 2299
803, 74, 589, 1335
804, 107, 1590, 3496
805, 79, 636, 1436
806, 76, 905, 1978
807, 76, 2507, 5184
808, 85, 6455, 13142
809, 77, 510, 1220
810, 5, 591, 1205
811, 107, 463, 1194
812, 80, 1261, 2762
813, 78, 496, 1176
814, 85, 2713, 5646
815, 86, 1306, 1989
816, 87, 449, 1090
817, 78, 5491, 11367
818, 81, 1343, 2859
819, 74, 363, 900
820, 69, 3774, 8090
821, 85, 10058, 18549
822, 83, 377, 946
823, 230, 2569, 5790
824, 79, 324, 695
825, 76, 176, 526
826, 60, 701, 1632
827, 62, 3115, 7134
828, 89, 548, 1278
829, 79, 3111, 6559
830, 84, 799, 1774
831, 78, 2151, 4466
832, 85, 237, 601
833, 87, 5482, 11319
834, 9, 1453, 3107
835, 97, 1336, 2934
836, 80, 129, 476
837, 80, 880, 1939
838, 90, 1562, 3479
839, 97, 11096, 23514
840, 75, 2838, 5925
841, 75, 354, 897
842, 99, 4631, 9593
843, 101, 362, 1033
844, 88, 67, 355
845, 76, 1475, 3163
846, 74, 3783, 8408
847, 63, 184, 532
848, 63, 36028, 74431
849, 93, 966, 2425
850, 80, 222, 601
851, 81, 750, 1698
852, 79, 3208, 6668
853, 83, 744, 1726
854, 84, 227, 634
855, 19, 811, 1708
856, 84, 194, 613
857, 84, 1898, 4027
858, 77, 793, 1767
859, 89, 1021, 2336
860, 71, 1299, 2151
861, 80, 1232, 2697
862, 74, 381, 949
863, 67, 81, 318
864, 77, 1757, 4087
865, 85, 875, 1970
866, 78, 2598, 5725
867, 4, 921, 1897
868, 13, 1103, 2522
869, 82, 378, 949
870, 93, 1406, 3162
871, 83, 334, 864
872, 92, 319, 763
873, 79, 636, 1500
874, 16, 664, 1397
875, 77, 479, 1181
876, 87, 282, 776
877, 73, 2886, 5943
878, 83, 1967, 4188
879, 81, 401, 1022
880, 89, 3746, 7778
881, 93, 756, 1763
882, 81, 508, 1201
883, 89, 2851, 5905
884, 88, 870, 1951
885, 8, 1262, 2553
886, 89, 334, 875
887, 8, 598, 1222
888, 87, 717, 1665
889, 85, 781, 1784
890, 90, 3246, 6738
891, 91, 102, 426
892, 93, 1229, 2729
893, 4, 3000, 7058
894, 13, 2230, 5269
895, 66, 74, 319
896, 21, 1524, 3108
897, 81, 237, 668
898, 86, 713, 1631
899, 77, 6627, 14257
900, 97, 7472, 15482
901, 62, 88, 324
902, 74, 289, 753
903, 88, 1389, 2968
904, 101, 2569, 5585
905, 81, 3460, 7211
906, 73, 1122, 2426
907, 88, 1433, 3048
908, 86, 371, 929
909, 99, 11110, 24769
910, 80, 167, 526
911, 77, 2372, 5088
912, 86, 2172, 4526
913, 61, 956, 2192
914, 90, 4312, 8977
915, 78, 511, 1221
916, 87, 2364, 4922
917, 91, 247, 737
918, 79, 84, 386
919, 141, 15061, 31287
920, 79, 487, 1202
921, 99, 1938, 4713
922, 94, 2192, 4707
923, 117, 5676, 12396
924, 70, 2010, 4475
925, 69, 434, 1011
926, 74, 7881, 20444
927, 77, 959, 2303
928, 7, 614, 1254
929, 8, 3470, 8419
930, 101, 979, 2192
931, 95, 2592, 5339
932, 110, 6050, 13162
933, 74, 2811, 5819
934, 80, 563, 1327
935, 66, 1132, 2597
936, 113, 2561, 6218
937, 73, 154, 515
938, 102, 3222, 6898
939, 76, 951, 2056
940, 113, 7874, 18191
941, 13, 776, 1613
942, 80, 730, 1622
943, 91, 530291, 1212191
944, 100, 17135, 38661
945, 110, 7109, 14491
946, 97, 913, 2028
947, 83, 2679, 6734
948, 15, 3179, 6442
949, 72, 1820, 3816
950, 101, 895, 2070
951, 79, 1242, 2765
952, 76, 1090, 2493
953, 96, 2869, 7557
954, 73, 1496, 3219
955, 78, 379, 932
956, 73, 2154, 5539
957, 81, 88, 387
958, 56, 543, 1399
959, 101, 635, 1514
960, 107, 2442, 5416
961, 12, 609, 1247
962, 74, 1001, 2224
963, 2, 707, 1428
964, 8, 464, 982
965, 20, 1477, 3225
966, 90, 934, 2057
967, 89, 684, 1561
968, 103, 4992, 10878
969, 126, 9832, 23181
970, 81, 11892, 24901
971, 89, 160, 541
972, 86, 868, 1989
973, 77, 7629, 15828
974, 80, 306, 816
975, 73, 3807, 7944
976, 74, 407, 1000
977, 91, 2254, 4864
978, 104, 10776, 21742
979, 104, 2962, 6263
980, 97, 548, 1298
981, 99, 6198, 12889
982, 99, 1671, 3677
983, 17, 989, 2179
984, 6, 1516, 2977
985, 18, 853, 1779
986, 104, 2900, 6065
987, 92, 229, 693
988, 82, 941, 2077
989, 81, 632, 1503
990, 78, 307, 868
991, 86, 2798, 5803
992, 77, 1188, 2636
993, 82, 483, 1216
994, 89, 1169, 2735
995, 86, 716, 1632
996, 87, 411, 1059
997, 94, 179, 551
998, 79, 379, 945
999, 87, 2396, 5121
1000, 100, 752, 1713
1001, 102, 1092, 2409
1002, 60, 1052, 1941
1003, 96, 2299, 4829
1004, 91, 4133, 8642
1005, 91, 777, 1688
1006, 74, 1971, 4153
1007, 82, 4276, 8811
1008, 87, 442, 1098
1009, 64, 2450, 5137
1010, 94, 810, 1864
1011, 98, 3297, 7030
1012, 101, 658, 1610
1013, 125, 24852, 51113
1014, 77, 561, 1310
1015, 131, 566, 1405
1016, 90, 2216, 4666
1017, 145, 1159, 2717
1018, 7, 1828, 4076
1019, 123, 1459, 3576
1020, 90, 525, 1254
1021, 78, 2041, 4472
1022, 72, 129, 444
1023, 113, 3929, 8442
1024, 68, 592, 1396
1025, 86, 382, 1002
1026, 67, 2654, 5515
1027, 74, 165, 509
1028, 69, 296, 814
1029, 70, 524, 1219
1030, 77, 3406, 7078
1031, 67, 3138, 6473
1032, 74, 2360, 5203
1033, 70, 3067, 6381
1034, 80, 311, 815
1035, 73, 994, 2165
1036, 76, 708, 1713
1037, 74, 2626, 5554
1038, 51, 406, 915
1039, 73, 11097, 23305
1040, 70, 2392, 4624
1041, 75, 325, 817
1042, 87, 492, 1261
1043, 104, 1483, 3253
1044, 116, 3295, 6981
1045, 68, 1902, 4360
1046, 102, 937, 2185
1047, 70, 877, 1972
1048, 57, 798, 1744
1049, 77, 275, 724
1050, 17, 1047, 2235
1051, 103, 2258, 4743
1052, 67, 227, 638
1053, 98, 1362, 2979
1054, 70, 734, 1758
1055, 74, 2197, 4566
1056, 81, 995, 2157
1057, 118, 857, 2004
1058, 93, 604, 1459
1059, 63, 187, 564
1060, 101, 623, 1471
1061, 85, 1584, 3411
1062, 77, 1280, 2730
1063, 81, 1023, 2236
1064, 83, 2371, 4968
1065, 67, 4049, 9383
1066, 98, 920, 2171
1067, 124, 567, 1481
1068, 95, 1820, 3901
1069, 64, 1767, 3675
1070, 103, 792, 1813
1071, 100, 1275, 2765
1072, 95, 1020, 2262
1073, 76, 4554, 9324
1074, 81, 482, 1185
1075, 78, 260, 708
1076, 84, 884, 1942
1077, 93, 1260, 2781
1078, 92, 3781, 8475
1079, 85, 488, 1183
1080, 72, 1296, 3053
1081, 79, 135, 477
1082, 125, 1859, 3994
1083, 68, 9309, 19273
1084, 79, 299, 787
1085, 82, 1122, 2712
1086, 81, 1017, 2221
1087, 101, 1450, 3203
1088, 89, 1506, 3197
1089, 74, 1000, 2206
1090, 92, 8138, 16596
1091, 95, 406, 1019
1092, 68, 815, 1867
1093, 77, 681, 1518
1094, 89, 1082, 2348
1095, 95, 796, 1861
1096, 71, 3183, 6596
1097, 78, 788, 1751
1098, 110, 1553, 3357
1099, 75, 2438, 5093
1100, 84, 1969, 4025
1101, 120, 5062, 10527
1102, 94, 364, 938
1103, 101, 788, 1729
1104, 144, 31095, 63174
1105, 85, 1087, 2354
1106, 92, 572, 1338
1107, 111, 1341, 2949
1108, 106, 2169, 4619
1109, 71, 144, 491
1110, 6, 1288, 2826
1111, 90, 2166, 4267
1112, 6, 2264, 5024
1113, 67, 206, 561
1114, 85, 710, 1624
